player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
Luís dos Santos,5bpx24iyhlarqkmg09pm27lgq,dbdao4og2npxkgwkkan30knze,2,1,Substitute,NaN,Midfielder,4,NaN,1,4,1,NaN,NaN,4,5,1,20,2,1,1,9,1,2,1,NaN,1,1,NaN,2,NaN,4,3,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
N. Innocenti,c8namt55e4iy86nxpswdgcwa2,dbdao4og2npxkgwkkan30knze,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
J. Jakubko,d7qnv5jqvy89ptfbuavesrr4k,dbdao4og2npxkgwkkan30knze,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
D. Magda,95aokv8dk9sj9uq57k7t7po15,dbdao4og2npxkgwkkan30knze,1,1,Substitute,NaN,Defender,3,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,5,3,1,NaN,4,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,1,SVK,1_liga
K. Miljanić,c48bc2einekwfyew18c0zqf6y,dbdao4og2npxkgwkkan30knze,3,NaN,Substitute,NaN,Attacker,4,3,3,2,NaN,NaN,1,4,5,1,24,NaN,NaN,NaN,5,2,2,1,1,1,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
G. Niarchos,50i05npy0v93nfhir5xh0ooic,dbdao4og2npxkgwkkan30knze,5,2,Substitute,NaN,Attacker,3,2,1,1,1,NaN,NaN,2,4,1,45,1,NaN,1,3,1,1,1,1,1,1,NaN,NaN,NaN,2,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,4,SVK,1_liga
M. Sovič,9kmmlvfxro0meb5tngkoc3nkk,dbdao4og2npxkgwkkan30knze,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
M. Teplán,2p5b5vjxz74uoxihdoyamv6ui,dbdao4og2npxkgwkkan30knze,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
P. Varga,4250ti5pfnj8qh5iz4ukzjnjd,dbdao4og2npxkgwkkan30knze,1,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,1,SVK,1_liga
M. Trnovský,6trb4r92tklh2460s6y53xofd,cmj1019uptq8i042n5y16itbd,NaN,NaN,Goalkeeper,Centre,NaN,15,NaN,NaN,NaN,22,2,NaN,8,22,25,90,21,2,13,13,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,8,SVK,1_liga
M. Vojtko,7s7qpbwbprkfliinikth7rieh,cmj1019uptq8i042n5y16itbd,1,NaN,Defender,Left,NaN,30,3,8,4,19,1,2,13,45,23,90,24,7,1,24,7,14,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,18,SVK,1_liga
S. Voet,czlv3j3qotjfr6z77midggeeh,cmj1019uptq8i042n5y16itbd,NaN,NaN,Defender,Left/Centre,NaN,51,1,2,NaN,46,2,1,5,57,49,90,13,1,5,8,NaN,1,NaN,NaN,NaN,3,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,6,SVK,1_liga
G. Kashia,adngqbiq4kicxj5ewcixxw4ph,cmj1019uptq8i042n5y16itbd,3,1,Defender,Centre/Right,NaN,66,NaN,3,NaN,52,2,NaN,15,72,56,90,23,3,4,17,4,4,NaN,3,NaN,2,2,NaN,2,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,6,SVK,1_liga
J. Medveděv,9m0c5nlso2paawkh2y1zrrzrp,cmj1019uptq8i042n5y16itbd,2,NaN,Defender,Right,NaN,40,1,2,2,22,1,NaN,19,48,26,80,19,3,2,23,9,12,1,NaN,1,NaN,2,NaN,2,NaN,3,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,10,SVK,1_liga
K. Savvidīs,9s3bc4i84ab8ar9c17lts3pp1,cmj1019uptq8i042n5y16itbd,5,NaN,Defensive Midfielder,Centre,NaN,46,NaN,12,NaN,28,2,NaN,23,51,31,90,13,4,6,25,11,12,1,5,1,4,4,NaN,4,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,8,SVK,1_liga
N. Marcelli,10ema67rh45t75v9ia2hud6vo,cmj1019uptq8i042n5y16itbd,6,NaN,Midfielder,Left,NaN,21,1,2,1,11,4,NaN,10,25,14,67,5,NaN,8,11,5,5,3,NaN,3,1,1,NaN,1,2,3,2,,3,NaN,NaN,,2,2,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,13,SVK,1_liga
M. Tolić,7u4btq4mxa8yha36hcn4gc4bt,cmj1019uptq8i042n5y16itbd,5,NaN,Midfielder,Left/Centre,NaN,40,4,3,6,13,NaN,1,27,55,14,90,19,10,2,44,14,22,1,2,1,2,1,3,1,2,6,1,,NaN,NaN,NaN,,2,2,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,23,SVK,1_liga
A. Mustafić,b6h33b82fqk8rc31a8k5sg60a,cmj1019uptq8i042n5y16itbd,4,1,Midfielder,Centre/Right,NaN,21,2,2,2,7,1,NaN,14,23,8,67,6,3,4,15,8,9,1,1,1,2,2,NaN,2,1,2,NaN,,1,NaN,NaN,,2,2,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,8,SVK,1_liga
T. Barseghyan,sws2q3l7q1o36ynck0cfl5h,cmj1019uptq8i042n5y16itbd,11,1,Midfielder,Right,NaN,27,5,4,5,7,NaN,1,21,34,7,87,4,10,4,29,13,20,1,2,1,3,NaN,2,NaN,4,6,1,,1,1,NaN,,3,3,1,1,4141,1,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,16,SVK,1_liga
R. Mak,4rg5d1oo8rtclemhci81i6xg5,cmj1019uptq8i042n5y16itbd,2,NaN,Striker,Centre,NaN,13,3,4,5,3,NaN,2,11,13,3,80,2,1,2,13,10,10,2,NaN,2,NaN,NaN,1,NaN,1,5,1,,2,NaN,NaN,,2,2,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,9,SVK,1_liga
K. Bajrič,24m1p3nyfn9nurqdvnvn2mrx1,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,3,NaN,NaN,NaN,3,NaN,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
C. Blackman,78rxvyelnj7orbbzs4u1fghrd,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,2,NaN,1,NaN,2,NaN,NaN,NaN,4,3,10,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,2,SVK,1_liga
D. Strelec,eprihatu8znb0vq6kuaj38z1m,cmj1019uptq8i042n5y16itbd,2,1,Substitute,NaN,Attacker,3,NaN,1,NaN,1,NaN,NaN,2,4,1,23,2,1,1,3,2,2,NaN,1,NaN,1,NaN,NaN,NaN,1,1,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,3,SVK,1_liga
J. Szöke,cioh30lqc9p0e5n3cmjnk1979,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
D. Takáč,d3ppqv1v0qgjcjrf6q9xlvap5,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
V. Weiss,7ocbj4fxn53jakzel1q5pie39,cmj1019uptq8i042n5y16itbd,2,NaN,Substitute,NaN,Midfielder,10,1,3,2,3,1,1,8,12,3,23,4,4,3,10,5,6,1,NaN,1,2,1,NaN,1,NaN,1,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,3,SVK,1_liga
K. Wimmer,a3pp88a52x123muu26sg4maxh,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
S. Zuberu,dliitj4cijcpe3dxgn56a65be,cmj1019uptq8i042n5y16itbd,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,2,1,NaN,NaN,NaN,NaN,2,1,10,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4141,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,4,SVK,1_liga
A. Danko,1lxsyoos06fqbsi6skcm974a2,htdr7aa5cwjma1fy1nob7sb7,1,NaN,Goalkeeper,Centre,NaN,22,NaN,NaN,NaN,24,4,NaN,3,34,30,90,27,5,15,10,1,5,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,13,SVK,1_liga
M. Mrva,5eqw9xo4lpkewsehpiauhsui2,htdr7aa5cwjma1fy1nob7sb7,3,1,Defender,Left/Centre,NaN,33,1,7,6,20,1,1,15,43,23,90,28,10,3,22,5,9,NaN,1,NaN,2,3,NaN,3,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,15,SVK,1_liga
M. Oravec,6a33ylquco39t515pwi5itk2x,htdr7aa5cwjma1fy1nob7sb7,4,2,Defender,Centre,NaN,30,NaN,2,1,29,2,NaN,9,39,34,90,16,4,3,14,1,4,1,1,1,1,2,NaN,2,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,11,SVK,1_liga
K. Koštrna,bq1i8z906frmxd7upktyfcgd1,htdr7aa5cwjma1fy1nob7sb7,5,1,Defender,Centre/Right,NaN,29,1,6,NaN,16,2,NaN,14,35,18,90,10,9,3,18,9,9,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,12,SVK,1_liga
R. Sanusi,3bc1w51ucrvl6kice2eoojkes,htdr7aa5cwjma1fy1nob7sb7,5,1,Midfielder,Left,NaN,16,2,3,NaN,4,2,NaN,13,16,4,90,3,2,4,15,8,8,NaN,NaN,NaN,1,1,2,1,3,1,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,5,SVK,1_liga
V. Chyla,dyne11pf74cddy5qm9q0cbqc4,htdr7aa5cwjma1fy1nob7sb7,4,2,Midfielder,Left/Centre,NaN,25,NaN,3,NaN,10,2,NaN,15,33,13,80,12,9,7,20,7,12,3,1,3,5,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,9,SVK,1_liga
M. Talakov,6tx2gl3bxb555xzy5w7q42r8q,htdr7aa5cwjma1fy1nob7sb7,6,1,Midfielder,Centre/Right,NaN,33,3,6,2,16,5,2,17,41,18,90,15,6,10,23,7,12,1,NaN,1,5,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,1,,1,1,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,10,SVK,1_liga
M. Grešák,cxvice5160oird04qkfcwkzjd,htdr7aa5cwjma1fy1nob7sb7,4,3,Midfielder,Right,NaN,18,NaN,6,1,8,1,NaN,11,21,8,83,7,5,2,15,9,11,2,1,2,1,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,2,2,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,6,SVK,1_liga
P. Juritka,cmglu8v2ydovsaiw988b5cr9w,htdr7aa5cwjma1fy1nob7sb7,1,NaN,Striker,Left/Centre,NaN,4,1,3,1,NaN,NaN,NaN,4,7,1,45,4,NaN,1,6,2,2,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,4,SVK,1_liga
D. Depetris,cp1i86uxyxv6l5xla4mw32zth,htdr7aa5cwjma1fy1nob7sb7,4,2,Striker,Centre,NaN,5,1,1,NaN,2,NaN,NaN,4,6,3,45,NaN,1,1,4,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,5,SVK,1_liga
R. Galčík,2h8ono3z5nscm9pngv3mak0oa,htdr7aa5cwjma1fy1nob7sb7,4,1,Striker,Centre/Right,NaN,14,2,2,6,6,1,1,8,18,7,74,2,NaN,3,15,6,9,1,NaN,1,2,1,3,1,2,9,1,,NaN,NaN,NaN,,1,NaN,1,1,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,15,SVK,1_liga
F. Appiah,e9hgvxi5mkl4ug3f452sofytw,htdr7aa5cwjma1fy1nob7sb7,1,NaN,Substitute,NaN,Midfielder,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,7,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,1,SVK,1_liga
P. Bajza,3j8xwqfdkhecuepoh6s6sh4gl,htdr7aa5cwjma1fy1nob7sb7,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
A. Markovic,4fuzlwry4gqghvvzem4fvxlhw,htdr7aa5cwjma1fy1nob7sb7,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
A. Masaryk,eu6y488eb9zhaf6cqp9gu16ok,htdr7aa5cwjma1fy1nob7sb7,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
F. Mielke,8g66huzw03lik7hmo4tuco5jo,htdr7aa5cwjma1fy1nob7sb7,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,NaN,SVK,1_liga
K. Saliman,72se229vb7nk9vmop6w6tebdg,htdr7aa5cwjma1fy1nob7sb7,1,NaN,Substitute,NaN,Midfielder,1,NaN,NaN,1,1,NaN,NaN,NaN,3,1,16,1,1,1,3,NaN,2,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,4,SVK,1_liga
D. Smékal,7d652ns7jnbtq16jpq06qml1w,htdr7aa5cwjma1fy1nob7sb7,2,1,Substitute,NaN,Attacker,6,NaN,NaN,1,1,NaN,NaN,6,6,1,45,2,1,3,6,5,5,3,NaN,3,1,1,NaN,1,NaN,1,NaN,,2,NaN,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,1,SVK,1_liga
A. Yirajang,ezec1c8uli4wz18eaysm5fuok,htdr7aa5cwjma1fy1nob7sb7,3,NaN,Substitute,NaN,Attacker,10,2,3,1,2,1,1,9,10,2,45,2,2,2,10,6,6,NaN,NaN,NaN,NaN,NaN,2,NaN,4,3,2,,1,1,NaN,,NaN,NaN,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,4,SVK,1_liga
S. Štefánik,3yvh2wn1zvnzdl0y1d6n3x7th,htdr7aa5cwjma1fy1nob7sb7,1,1,Substitute,NaN,Midfielder,12,NaN,1,4,5,NaN,NaN,8,14,5,10,5,4,1,12,5,6,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,343,NaN,Slovan Bratislava vs Podbrezová,d8ft2l42fony1nhzycxe6cljo,2024-08-03,4,SVK,1_liga
A. Popović,eje5qbwydavpurasv1lyw5xih,7o9tba6opekhoz7pcuq8gm93m,NaN,NaN,Goalkeeper,Centre,NaN,36,NaN,NaN,1,33,3,NaN,7,40,34,90,18,8,8,12,4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,6,SVK,1_liga
Y. Andzouana,a3x1zd1zarf5tuualhfdy47h1,7o9tba6opekhoz7pcuq8gm93m,4,3,Defender,Left,NaN,24,NaN,4,3,12,5,NaN,14,29,15,90,9,1,9,17,4,6,1,1,1,4,NaN,2,NaN,2,4,2,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,12,SVK,1_liga
Mateus Brunetti,9tfmx1skw0vk1di55lbxhkyjt,7o9tba6opekhoz7pcuq8gm93m,3,1,Defender,Left/Centre,NaN,57,1,3,2,36,1,NaN,26,63,36,90,27,12,2,32,8,13,NaN,1,NaN,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,7,SVK,1_liga
T. Kacharaba,1gq668oo73fi2nyyrjol7axud,7o9tba6opekhoz7pcuq8gm93m,4,3,Defender,Centre/Right,NaN,52,NaN,5,2,34,NaN,NaN,18,64,39,90,25,12,1,25,7,13,2,2,2,1,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,13,SVK,1_liga
R. Yapi,1txv3b9y7h3du9d5bbblg0vai,7o9tba6opekhoz7pcuq8gm93m,2,NaN,Defender,Right,NaN,18,NaN,1,8,7,1,NaN,13,22,7,80,5,3,3,20,5,8,NaN,NaN,1,1,1,5,1,NaN,NaN,NaN,NaN,1,2,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,9,SVK,1_liga
C. Herc,12395z7ydxxjuz4sj034ane21,7o9tba6opekhoz7pcuq8gm93m,1,NaN,Midfielder,Left,NaN,18,1,2,4,6,NaN,NaN,18,22,8,57,7,4,2,21,10,12,1,NaN,3,1,2,1,2,NaN,NaN,NaN,NaN,1,NaN,NaN,,1,1,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,9,SVK,1_liga
M. Bajo,cz8rap253qxnx9l0g1sj6dt04,7o9tba6opekhoz7pcuq8gm93m,6,2,Midfielder,Left/Centre,NaN,28,1,9,4,18,4,NaN,11,40,20,90,12,7,7,21,5,11,1,4,1,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,15,SVK,1_liga
M. Dimun,1nsjai8x5bgirx5rufesjptjp,7o9tba6opekhoz7pcuq8gm93m,3,1,Midfielder,Centre/Right,NaN,43,1,NaN,3,25,2,NaN,24,48,27,90,18,7,5,27,11,13,2,NaN,2,3,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,1,1,NaN,NaN,442,NaN,DAC 1904 vs Komárno,d99hewfl1ca08sh16k00e5kpg,2024-08-04,9,SVK,1_liga
